Var.Lab,Rot. Padrão,Coluna temporária,Nome Banco,Tipo de Dado,Novo Rótulo,2016,2017,2018,2019,2022
PND2T126N0,V40331,0,recebia_nesse_trabalho_rendimento_em_dinheiro,SMALLINT,Recebia/fazia normalmente nesse trabalho rendimento/retirada em dinheiro?,PND2T126N0,PND2T126N0,PND2T126N0,PND2T126N0,PND2T126N0
PND2T127N0,V403311,0,numero_da_faixa_do_rendimento_em_dinheiro_V403311,SMALLINT,Número da faixa do rendimento/retirada em dinheiro,PND2T127N0,PND2T127N0,PND2T127N0,PND2T127N0,PND2T127N0
PND2T128N0,V403312,0,rendimento_bruto_mensal_que_recebia,INT,Qual era o rendimento bruto/retirada mensal que ... recebia/fazia normalmente nesse trabalho ? (valor em dinheiro),PND2T128N0,PND2T128N0,PND2T128N0,PND2T128N0,PND2T128N0
PND2T129N0,V40332,0,fazia_rendimento_em_produtos_e_mercadoria,SMALLINT,Recebia/fazia normalmente nesse trabalho rendimento/retirada em produtos e mercadorias ?,PND2T129N0,PND2T129N0,PND2T129N0,PND2T129N0,PND2T129N0
PND2T130N0,V403321,0,numero_da_faixa_do_rendimento_em_produtos_V403321,SMALLINT,Número da faixa do rendimento/retirada em produtos e mercadorias,PND2T130N0,PND2T130N0,PND2T130N0,PND2T130N0,PND2T130N0
PND2T131N0,V403322,0,qual_era_o_rendimento_que_recebia_nesse_trabalho,INT,Qual era o rendimento bruto/retirada mensal que ... recebia/fazia normalmente nesse trabalho ? (valor estimado dos produtos ou mercadorias),PND2T131N0,PND2T131N0,PND2T131N0,PND2T131N0,PND2T131N0
PND2T132N0,V40333,0,recebia_rendimento_somente_em_beneficios,SMALLINT,Recebia/fazia normalmente nesse trabalho rendimento/retirada somente em benefícios ?,PND2T132N0,PND2T132N0,PND2T132N0,PND2T132N0,PND2T132N0
PND2T133N0,V403331,0,tipo_de_rendimento_em_beneficios_que_recebia_nesse_trabalho,SMALLINT,Tipo de rendimento/retirada  em benefícios que recebia/fazia nesse trabalho,PND2T133N0,PND2T133N0,PND2T133N0,PND2T133N0,PND2T133N0
PND2T134N0,V4034,0,rendimento_bruto_que_recebeu_nesse_trabalho_no_mes_de_referen,SMALLINT,Qual foi o rendimento bruto que ... recebeu/fez  nesse trabalho  no mês de referência? (variável auxiliar),PND2T134N0,PND2T134N0,PND2T134N0,PND2T134N0,PND2T134N0
PND2T135N0,V40341,0,recebeu_nesse_trabalho_rendimento_em_dinheiro,SMALLINT,Recebeu/fez nesse trabalho rendimento/retirada em dinheiro no mês de referência,PND2T135N0,PND2T135N0,PND2T135N0,PND2T135N0,PND2T135N0
PND2T136N0,V403411,0,numero_da_faixa_do_rendimento_em_dinheiro_V403411,SMALLINT,Número da faixa do rendimento/retirada em dinheiro,PND2T136N0,PND2T136N0,PND2T136N0,PND2T136N0,PND2T136N0
PND2T137N0,V403412,0,rendimento_bruto_que_recebeu_nesse_trabalho_V403412,INT,Qual foi o rendimento bruto/retirada que ... recebeu/fez nesse trabalho  no mês de referência ? (valor em dinheiro),PND2T137N0,PND2T137N0,PND2T137N0,PND2T137N0,PND2T137N0
PND2T138N0,V40342,0,recebeu_nesse_trabalho_rendimento_em_produtos_e_mercadorias,SMALLINT,Recebeu/fez nesse trabalho no mês de referencia  rendimento/retirada em produtos e mercadorias,PND2T138N0,PND2T138N0,PND2T138N0,PND2T138N0,PND2T138N0
PND2T139N0,V403421,0,numero_da_faixa_do_rendimento_em_produtos_V403421,SMALLINT,Número da faixa do rendimento/retirada em produtos e mercadorias,PND2T139N0,PND2T139N0,PND2T139N0,PND2T139N0,PND2T139N0
PND2T140N0,V403422,0,rendimento_bruto_que_recebeu_nesse_trabalho_V403422,INT,Qual foi o rendimento bruto/retirada que ... recebeu/fez nesse trabalho  no mês de referência ? (valor estimado dos produtos ou mercadorias),PND2T140N0,PND2T140N0,PND2T140N0,PND2T140N0,PND2T140N0
PND2T141N0,V4039,0,quantas_horas_trabalhava_por_semana_nesse_trabalho_principal,SMALLINT,Quantas horas ... trabalhava normalmente  por semana  nesse trabalho principal?,PND2T141N0,PND2T141N0,PND2T141N0,PND2T141N0,PND2T141N0
PND2T142N0,V4039C,0,quantas_horas_trabalhou_efetivamente_nesse_trabalho_principal,SMALLINT,Quantas horas ... trabalhou efetivamente na semana de referência nesse trabalho principal?,PND2T142N0,PND2T142N0,PND2T142N0,PND2T142N0,PND2T142N0
PND2T143N0,V4040,0,ate_o_dia_fazia_quanto_tempo_que_estava_nesse_trabalho,SMALLINT,Até o dia ... (último dia da semana de referência) fazia quanto tempo que ... estava nesse trabalho ?,PND2T143N0,PND2T143N0,PND2T143N0,PND2T143N0,PND2T143N0
PND2T144N0,V40401,0,quanto_tempo_estava_no_trab_de_um_mes_a_menos_de_um_ano,SMALLINT,Fazia quanto tempo que estava nesse trabalho (de 1 mês a menos de 1 ano),PND2T144N0,PND2T144N0,PND2T144N0,PND2T144N0,PND2T144N0
PND2T145N0,V40402,0,quanto_tempo_estava_no_trab_de_um_ano_a_menos_de_dois_anos,SMALLINT,Fazia quanto tempo que estava nesse trabalho (de 1 ano a menos de 2 anos),PND2T145N0,PND2T145N0,PND2T145N0,PND2T145N0,PND2T145N0
PND2T146N0,V40403,0,fazia_quanto_tempo_estava_nesse_trabalho_dois_anos_ou_mais,SMALLINT,Fazia quanto tempo estava nesse trabalho (2 anos ou mais),PND2T146N0,PND2T146N0,PND2T146N0,PND2T146N0,PND2T146N0
PND2T147N0,V4041,0,codigo_da_ocupacaov_4041,SMALLINT,Código da ocupação (cargo ou função),PND2T147N0,PND2T147N0,PND2T147N0,PND2T147N0,PND2T147N0
PND2T148N0,V4043,0,nesse_trabalho_secundario_era,SMALLINT,Nesse trabalho secundário  ... era ,PND2T148N0,PND2T148N0,PND2T148N0,PND2T148N0,PND2T148N0
PND2T149N0,V40431,0,trabalhador_familiar_nao_remunerado,SMALLINT,Trabalhador familiar não remunerado,PND2T149N0,PND2T149N0,PND2T149N0,PND2T149N0,PND2T149N0
PND2T150N0,V4044,0,codigo_da_principal_atividade_desse_negocio_V4044,INT,Código da principal atividade desse negócio/empresa,PND2T150N0,PND2T150N0,PND2T150N0,PND2T150N0,PND2T150N0
PND2T151N0,V4045,0,esse_trabalho_era_na_area_V4045,SMALLINT,Esse trabalho era na área,PND2T151N0,PND2T151N0,PND2T151N0,PND2T151N0,PND2T151N0
PND2T152N0,V4046,0,esse_negocio_era_registrado_no_CNPJ,SMALLINT,Esse negócio/empresa era registrado no Cadastro Nacional da Pessoa Jurídica - CNPJ?,PND2T152N0,PND2T152N0,PND2T152N0,PND2T152N0,PND2T152N0
PND2T153N0,V4047,0,nesse_trabalho_secundario_era_funcionario_publico_estatutario,SMALLINT,Nesse trabalho secundário era funcionário público estatutário (federal  estadual ou municipal)?,PND2T153N0,PND2T153N0,PND2T153N0,PND2T153N0,PND2T153N0
PND2T154N0,V4048,0,nesse_trabalho_secundario_carteira_de_trabalho_assinada,SMALLINT,Nesse trabalho secundário tinha carteira de trabalho assinada?,PND2T154N0,PND2T154N0,PND2T154N0,PND2T154N0,PND2T154N0
PND2T155N0,V4049,0,era_contribuinte_de_instituto_de_previdencia_pelo_trabalho_sec,SMALLINT,Era contribuinte de instituto de previdência por esse trabalho secundário?,PND2T155N0,PND2T155N0,PND2T155N0,PND2T155N0,PND2T155N0
PND2T156N0,V4050,0,qual_era_o_rendimento_que_recebia_nesse_trabalho_secundario,SMALLINT,Qual era o rendimento bruto mensal que ... recebia/fazia  normalmente nesse trabalho secundário? (variável auxiliar),PND2T156N0,PND2T156N0,PND2T156N0,PND2T156N0,PND2T156N0
PND2T157N0,V40501,0,recebia_nesse_trabalho_secundario_rendimento_em_dinheiro,SMALLINT,Recebia/fazia normalmente nesse trabalho secundário rendimento/retirada em dinheiro,PND2T157N0,PND2T157N0,PND2T157N0,PND2T157N0,PND2T157N0
PND2T158N0,V405011,0,numero_da_faixa_do_rendimento_em_dinheiro_V405011,SMALLINT,Número da faixa do rendimento/retirada em dinheiro,PND2T158N0,PND2T158N0,PND2T158N0,PND2T158N0,PND2T158N0
PND2T159N0,V405012,0,valor_que_recebia_nesse_trabalho_secundario,INT,Valor em dinheiro do rendimento mensal que recebia normalmente nesse trabalho secundário,PND2T159N0,PND2T159N0,PND2T159N0,PND2T159N0,PND2T159N0
PND2T160N0,V40502,0,recebia_nesse_trabalho_secundario_rendimento_em_produtos,SMALLINT,Recebia/fazia normalmente nesse trabalho secundário rendimento/retirada em produtos e mercadorias,PND2T160N0,PND2T160N0,PND2T160N0,PND2T160N0,PND2T160N0
PND2T161N0,V405021,0,numero_da_faixa_do_rendimento_em_produtos_V405021,SMALLINT,Número da faixa do rendimento/retirada em produtos e mercadorias,PND2T161N0,PND2T161N0,PND2T161N0,PND2T161N0,PND2T161N0
PND2T162N0,V405022,0,valor_estimado_das_mercadorias_que_recebia_nesse_trabalho_sec,INT,Valor estimado dos produtos e mercadorias que recebia normalmente nesse trabalho secundário,PND2T162N0,PND2T162N0,PND2T162N0,PND2T162N0,PND2T162N0
PND2T163N0,V40503,0,recebia_nesse_trabalho_sec_rendimento_somente_em_beneficios,SMALLINT,Recebia/fazia normalmente nesse trabalho secundário rendimento/retirada somente em benefícios,PND2T163N0,PND2T163N0,PND2T163N0,PND2T163N0,PND2T163N0
PND2T164N0,V405031,0,tipo_de_rendimento_em_beneficios_que_recebia_nesse_trabalho_sec,SMALLINT,Tipo de rendimento/retirada  em benefícios que recebia/fazia nesse trabalho secundário,PND2T164N0,PND2T164N0,PND2T164N0,PND2T164N0,PND2T164N0
PND2T165N0,V4051,0,rendimento_bruto_que_recebeu_nesse_trabalho_secundario,SMALLINT,Qual foi o rendimento bruto que ... recebeu/fez  nesse trabalho secundário  no mês de referência? (variável auxiliar),PND2T165N0,PND2T165N0,PND2T165N0,PND2T165N0,PND2T165N0
PND2T166N0,V40511,0,recebeu_nesse_trabalho_secundario_rendimento_em_dinheiro,SMALLINT,Recebeu/fez nesse trabalho secundário rendimento/retirada em dinheiro no mês de referência,PND2T166N0,PND2T166N0,PND2T166N0,PND2T166N0,PND2T166N0
PND2T167N0,V405111,0,numero_da_faixa_do_rendimento_em_dinheiro_V405111,SMALLINT,Número da faixa do rendimento/retirada em dinheiro,PND2T167N0,PND2T167N0,PND2T167N0,PND2T167N0,PND2T167N0
PND2T168N0,V405112,0,valor_em_dinheiro_do_rendimento_que_recebeu_nesse_trabalho_sec,INT,Valor em dinheiro do rendimento mensal que recebeu nesse trabalho secundário no mês de referência,PND2T168N0,PND2T168N0,PND2T168N0,PND2T168N0,PND2T168N0
PND2T169N0,V40512,0,recebeu_nesse_trabalho_secundário_rendimento_em_produtos,SMALLINT,Recebeu/fez nesse trabalho secundário no mês de referencia  rendimento/retirada em produtos e mercadorias,PND2T169N0,PND2T169N0,PND2T169N0,PND2T169N0,PND2T169N0
PND2T170N0,V405121,0,numero_da_faixa_do_rendimento_em_produtos_V405121,SMALLINT,Número da faixa do rendimento/retirada em produtos e mercadorias,PND2T170N0,PND2T170N0,PND2T170N0,PND2T170N0,PND2T170N0
PND2T171N0,V405122,0,valor_estimado_dos_produtos_que_recebeu_nesse_trabalho_sec,INT,Valor estimado dos produtos e mercadorias que recebia recebeu nesse trabalho secundário no mês de referência,PND2T171N0,PND2T171N0,PND2T171N0,PND2T171N0,PND2T171N0
PND2T172N0,V4056,0,quantas_horas_trabalhava_por_semana_nesse_trabalho_secundario,SMALLINT,Quantas horas ... trabalhava normalmente  por semana  nesse trabalho secundário?,PND2T172N0,PND2T172N0,PND2T172N0,PND2T172N0,PND2T172N0
PND2T173N0,V4056C,0,quantas_horas_trabalhou_efetivamente_nesse_trabalho_secundario,SMALLINT,Quantas horas ... trabalhou efetivamente na semana de referência nesse trabalho secundário? ,PND2T173N0,PND2T173N0,PND2T173N0,PND2T173N0,PND2T173N0
PND2T174N0,V4057,0,era_contribuinte_de_instituto_de_previdenci_por_esse_outro_trab,SMALLINT,Era contribuinte de instituto de previdência por esse(s) outro(s) trabalho(s)?,PND2T174N0,PND2T174N0,PND2T174N0,PND2T174N0,PND2T174N0
PND2T175N0,V4058,0,qual_era_o_rendimento_que_recebia_nesse_outro_trabalho,SMALLINT,Qual era o rendimento bruto mensal que ... recebia/fazia  normalmente nesse(s) outro(s) trabalho(s)? (variável auxiliar),PND2T175N0,PND2T175N0,PND2T175N0,PND2T175N0,PND2T175N0
PND2T176N0,V40581,0,recebia_nesse_outro_trabalho_rendimento_em_dinheiro,SMALLINT,Recebia/fazia normalmente nesse(s) outro(s) trabalho(s)  rendimento/retirada em dinheiro,PND2T176N0,PND2T176N0,PND2T176N0,PND2T176N0,PND2T176N0
PND2T177N0,V405811,0,numero_da_faixa_do_rendimento_em_dinheiro_V405811,SMALLINT,Número da faixa do rendimento/retirada em dinheiro,PND2T177N0,PND2T177N0,PND2T177N0,PND2T177N0,PND2T177N0
PND2T178N0,V405812,0,valor_que_recebia_nesse_outro_trabalho,INT,Valor em dinheiro do rendimento mensal que recebia normalmente nesse(s) outro(s) trabalho(s) ,PND2T178N0,PND2T178N0,PND2T178N0,PND2T178N0,PND2T178N0
PND2T179N0,V40582,0,recebia_nesse_outro_trabalho_rendimento_em_produtos,SMALLINT,Recebia/fazia normalmente nesse(s) outro(s) trabalho(s)  rendimento/retirada em produtos e mercadorias,PND2T179N0,PND2T179N0,PND2T179N0,PND2T179N0,PND2T179N0
PND2T180N0,V405821,0,numero_da_faixa_do_rendimento_em_produtos_V405821,SMALLINT,Número da faixa do rendimento/retirada em produtos e mercadorias,PND2T180N0,PND2T180N0,PND2T180N0,PND2T180N0,PND2T180N0
PND2T181N0,V405822,0,valor_estimado_que_recebia_nesse_outro_trabalho_V405822,INT,Valor estimado do produtos e mercadorias que recebia normalmente nesse(s) outro(s) trabalho(s) ,PND2T181N0,PND2T181N0,PND2T181N0,PND2T181N0,PND2T181N0
PND2T182N0,V40583,0,recebia_nesse_outro_trabalho_rendimento_somente_em_beneficios,SMALLINT,Recebia/fazia normalmente nesse(s) outro(s) trabalho(s) rendimento/retirada somente em benefícios,PND2T182N0,PND2T182N0,PND2T182N0,PND2T182N0,PND2T182N0
PND2T183N0,V405831,0,tipo_de_rendimento_em_beneficios_que_recebia_nesse_outro_trab,SMALLINT,Tipo de rendimento/retirada  em benefícios que recebia/fazia nesse(s) outro(s) trabalho(s),PND2T183N0,PND2T183N0,PND2T183N0,PND2T183N0,PND2T183N0
PND2T184N0,V40584,0,nao_remunerado_nesse_outro_trabalho,SMALLINT,Não remunerado nesse(s) outro(s) trabalho(s) ,PND2T184N0,PND2T184N0,PND2T184N0,PND2T184N0,PND2T184N0
PND2T185N0,V4059,0,qual_foi_o_rendimento_bruto_que_recebeu_nesse_outro_trabalho,SMALLINT,Qual foi o rendimento bruto que ... recebeu/fez  nesse(s) outro(s) trabalho(s)  no mês de referência? (variável auxiliar),PND2T185N0,PND2T185N0,PND2T185N0,PND2T185N0,PND2T185N0
PND2T186N0,V40591,0,recebeu_nesse_outro_trabalho_rendimento_em_dinheiro,SMALLINT,Recebeu/fez nesse(s) outro(s) trabalho(s) rendimento/retirada em dinheiro no mês de referência,PND2T186N0,PND2T186N0,PND2T186N0,PND2T186N0,PND2T186N0
PND2T187N0,V405911,0,numero_da_faixa_do_rendimento_em_dinheiro_V405911,SMALLINT,Número da faixa do rendimento/retirada em dinheiro,PND2T187N0,PND2T187N0,PND2T187N0,PND2T187N0,PND2T187N0
PND2T188N0,V405912,0,valor_em_dinheiro_do_rendimento_que_recebeu_nesse_outro_trab,INT,Valor em dinheiro do rendimento mensal que recebeu nesse(s) outro(s) trabalho(s) no mês de referência,PND2T188N0,PND2T188N0,PND2T188N0,PND2T188N0,PND2T188N0
PND2T189N0,V40592,0,recebeu_nesse_outro_trabalhos_rendimento_em_produtos,SMALLINT,Recebeu/fez nesse(s) outro(s) trabalhos no mês de referencia  rendimento/retirada em produtos e mercadorias,PND2T189N0,PND2T189N0,PND2T189N0,PND2T189N0,PND2T189N0
PND2T190N0,V405921,0,numero_da_faixa_do_rendimento_em_produtos_V405921,SMALLINT,Número da faixa do rendimento/retirada em produtos e mercadorias,PND2T190N0,PND2T190N0,PND2T190N0,PND2T190N0,PND2T190N0
PND2T191N0,V405922,0,valor_estimado_dos_produtos_que_recebia_nesse_trab_V405922,INT,Valor estimado do produtos e mercadorias que recebia normalmente nesse(s) outro(s) trabalho(s) no mês de referência,PND2T191N0,PND2T191N0,PND2T191N0,PND2T191N0,PND2T191N0
PND2T192N0,V4062,0,quantas_horas_trabalhava_por_semana_nesse_outro_trabalho,SMALLINT,Quantas horas ... trabalhava normalmente  por semana  nesse(s) outro(s) trabalho(s)? ,PND2T192N0,PND2T192N0,PND2T192N0,PND2T192N0,PND2T192N0
PND2T193N0,V4062C,0,quantas_horas_trabalhou_efetivamente_nesses_outros_trabalhos,SMALLINT,Quantas horas ... trabalhou efetivamente na semana de referência nesses outros trabalhos? ,PND2T193N0,PND2T193N0,PND2T193N0,PND2T193N0,PND2T193N0
PND2T194N0,V4063,0,gostaria_de_trabalhar_mais_horas_no_trabalho_que_tinha,SMALLINT,... gostaria de trabalhar mais horas do que as ... (soma das horas declaradas nas variáveis VD4031  VD4032  VD4033) horas que efetivamente trabalhou no(s) trabalho(s) que tinha na semana de referência?,PND2T194N0,PND2T194N0,PND2T194N0,PND2T194N0,PND2T194N0
PND2T195N0,V4063A,0,gostaria_de_trabalhar_mais_horas_que_trabalhava_no_trab,SMALLINT,... gostaria de trabalhar mais horas do que as ... (soma das horas declaradas nos quesitos 39  56 e 62) horas que normalmente trabalhava no(s) trabalho(s) que tinha na semana de referência?,PND2T195N0,PND2T195N0,PND2T195N0,PND2T195N0,PND2T195N0
PND2T196N0,V4064,0,estaria_disponivel_trabalhar_mais_no_trabalho_que_tinha,SMALLINT,No mês de referência  ... estaria disponível para trabalhar mais do que as (soma das horas declaradas nas variáveis VD4031  VD4032  VD4033) horas que efetivamente trabalhou no(s) trabalho(s) que tinha na semana de referência?,PND2T196N0,PND2T196N0,PND2T196N0,PND2T196N0,PND2T196N0
PND2T197N0,V4064A,0,estaria_disponivel_trabalha_mai_que_trabalhav_no_trab_que_tinha,SMALLINT,No mês de referência  ... estaria disponível para trabalhar mais do que as (soma das horas declaradas nos quesitos 39  56 e 62) horas que normalmente trabalhava  no(s) trabalho(s) que tinha na semana de referência?,PND2T197N0,PND2T197N0,PND2T197N0,PND2T197N0,PND2T197N0
PND2T198N0,V4071,0,tomou_alguma_providencia_para_conseguir_trabalho,SMALLINT,No período de ... a ... (período de referência de 30 dias)  ... Tomou alguma providência para conseguir trabalho  seja um emprego ou um negócio próprio? ,PND2T198N0,PND2T198N0,PND2T198N0,PND2T198N0,PND2T198N0
PND2T199N0,V4072,0,qual_foi_a_principal_providencia_que_tomou_para_trabalh_sem_cal,SMALLINT,No período de ... a ... (período de referência de 30 dias)  qual foi a principal providência que ... tomou para conseguir trabalho?,PND2T199N0,PND2T199N0,PND2T199N0,PND2T199N0,PND2T199N0
PND2T200N0,V4072A,0,qual_foi_a_principal_providencia_que_tomou_para_trabalh_com_cal,SMALLINT,No período de ... a ... (período de referência de 30 dias)  qual foi a principal providência que ... tomou para conseguir trabalho?,PND2T200N0,PND2T200N0,PND2T200N0,PND2T200N0,PND2T200N0
PND2T201N0,V4073,0,embora_nao_tenha_tomado_providencia_gostaria_de_ter_trabalhado,SMALLINT,Embora não tenha tomado providência para conseguir trabalho  gostaria de ter trabalhado na semana de ... a ... (semana de referência) ?,PND2T201N0,PND2T201N0,PND2T201N0,PND2T201N0,PND2T201N0
PND2T202N0,V4074,0,principal_motivo_de_nao_providencia_para_conseguir_trab_sem_cal,SMALLINT,Qual foi o principal motivo de ... não ter tomado providência para conseguir trabalho no período de  ... a ... (período de referência de 30 dias)?,PND2T202N0,PND2T202N0,PND2T202N0,PND2T202N0,PND2T202N0
PND2T203N0,V4074A,0,principal_motivo_de_nao_providencia_para_conseguir_trab_com_cal,SMALLINT,Qual foi o principal motivo de ... não ter tomado providência para conseguir trabalho no período de  ... a ... (período de referência de 30 dias)?,PND2T203N0,PND2T203N0,PND2T203N0,PND2T203N0,PND2T203N0
PND2T204N0,V4075A,0,quanto_tempo_depois_de_ira_comecar_esse_trab_que_conseguiu,SMALLINT,Quanto tempo depois de ... (último dia da semana de referência) irá começar esse trabalho que conseguiu?,PND2T204N0,PND2T204N0,PND2T204N0,PND2T204N0,PND2T204N0
PND2T205N0,V4075A1,0,numero_de_meses_para_comecar_o_trabalho_que_conseguiu,SMALLINT,Número de meses para começar o trabalho que conseguiu,PND2T205N0,PND2T205N0,PND2T205N0,PND2T205N0,PND2T205N0
PND2T206N0,V4076,0,fazia_quanto_tempo_que_estava_sem_trab_e_tentando_trab,SMALLINT,Até o dia ... (último dia da semana de referência)  fazia quanto tempo que ... estava sem qualquer trabalho e tentando conseguir trabalho?,PND2T206N0,PND2T206N0,PND2T206N0,PND2T206N0,PND2T206N0
PND2T207N0,V40761,0,fazia_qto_tempo_proc_trab_de_1_mes_a_menos_de_1_ano,SMALLINT,fazia quanto tempo que vinha procurando trabalho (de 1 mês a menos de 1 ano),PND2T207N0,PND2T207N0,PND2T207N0,PND2T207N0,PND2T207N0
PND2T208N0,V40762,0,fazia_qto_tempo_proc_trab_de_1_ano_a_menos_de_2_anos,SMALLINT,fazia quanto tempo que vinha procurando trabalho (de 1 ano a menos de 2 anos),PND2T208N0,PND2T208N0,PND2T208N0,PND2T208N0,PND2T208N0
PND2T209N0,V40763,0,fazia_quanto_tempo_vinha_procurando_trabalho_dois_anos_ou_mais,SMALLINT,fazia quanto tempo vinha procurando trabalho (2 anos ou mais),PND2T209N0,PND2T209N0,PND2T209N0,PND2T209N0,PND2T209N0
PND2T210N0,V4077,0,se_tivesse_conseguido_um_trabalho_poderia_ter_comecado_a_trab,SMALLINT,Se tivesse conseguido um trabalho  ... poderia ter começado a trabalhar na semana de ... a ... (semana de referência)? ,PND2T210N0,PND2T210N0,PND2T210N0,PND2T210N0,PND2T210N0
PND2T211N0,V4078,0,qual_foi_o_principal_motivo_para_nao_querer_trabalhar_sem_cal,SMALLINT,Qual foi o principal motivo para ... não querer(poder começar a) trabalhar na semana de  ... a ... (semana de referência)?,PND2T211N0,PND2T211N0,PND2T211N0,PND2T211N0,PND2T211N0
PND2T212N0,V4078A,0,qual_foi_o_principal_motivo_para_nao_querer_trabalhar_com_cal,SMALLINT,Qual foi o principal motivo para ... não querer(poder começar a) trabalhar na semana de  ... a ... (semana de referência)?,PND2T212N0,PND2T212N0,PND2T212N0,PND2T212N0,PND2T212N0
PND2T213N0,V4082,0,no_periodo_de_captacao_de_358_dias_trab_por_pelo_menos_1_hora,SMALLINT,No período de captação de 358 dias  ... trabalhou por pelo menos 1 hora? ,PND2T213N0,PND2T213N0,PND2T213N0,PND2T213N0,PND2T213N0
PND2T214N0,VI5001A,0,recebeu_rendimentos_de_beneficio_de_prestacao_continuada,SMALLINT, No mês de ... (mês de referência)  ... recebeu rendimentos de Benefício Assistencial de Prestação Continuada – BPC-LOAS? (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T214N0,PND2T214N0,PND2T214N0,PND2T214N0,PND2T214N0
PND2T215N0,VI5001A2,0,valor_efetivamente_recebido_um,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T215N0,PND2T215N0,PND2T215N0,PND2T215N0,PND2T215N0
PND2T216N0,VI5002A,0,recebeu_rendimentos_de_programa_bolsa_familia,SMALLINT, No mês de ... (mês de referência)  ... recebeu rendimentos de Programa Bolsa Família? (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T216N0,PND2T216N0,PND2T216N0,PND2T216N0,PND2T216N0
PND2T217N0,VI5002A2,0,valor_efetivamente_recebido_dois,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T217N0,PND2T217N0,PND2T217N0,PND2T217N0,PND2T217N0
PND2T218N0,VI5003A,0,recebeu_rendimentos_de_outros_programas_sociais_do_governo,SMALLINT,No mês de ... (mês de referência)  ... recebeu rendimentos de outros programas sociais do governo? (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T218N0,PND2T218N0,PND2T218N0,PND2T218N0,PND2T218N0
PND2T219N0,VI5003A2,0,valor_efetivamente_recebido_tres,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T219N0,PND2T219N0,PND2T219N0,PND2T219N0,PND2T219N0
PND2T220N0,VI5004A,0,recebeu_rendimentos_de_aposenta_de_instituto_de_previden_federa,SMALLINT, No mês de ... (mês de referência)  ... recebeu rendimentos de aposentadoria ou pensão de instituto de previdência federal (INSS)  estadual  municipal  ou do governo federal  estadual municipal? (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T220N0,PND2T220N0,PND2T220N0,PND2T220N0,PND2T220N0
PND2T221N0,VI5004A2,0,valor_efetivamente_recebido_quatro,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T221N0,PND2T221N0,PND2T221N0,PND2T221N0,PND2T221N0
PND2T222N0,VI5005A,0,recebeu_rendimentos_de_seguro_desemprego_Seguro_defeso,SMALLINT, No mês de ... (mês de referência)  ... recebeu rendimentos de seguro-desemprego  seguro-defeso? (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T222N0,PND2T222N0,PND2T222N0,PND2T222N0,PND2T222N0
PND2T223N0,VI5005A2,0,valor_efetivamente_recebido_cinco,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T223N0,PND2T223N0,PND2T223N0,PND2T223N0,PND2T223N0
PND2T224N0,VI5006A,0,recebeu_rendi_de_pensao_alimentici_de_pessoa_nao_mora_no_domi,SMALLINT, No mês de ... (mês de referência)  ... recebeu rendimentos de pensão alimentícia  doação ou mesada em dinheiro de pessoa que não morava no domicílio? (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T224N0,PND2T224N0,PND2T224N0,PND2T224N0,PND2T224N0
PND2T225N0,VI5006A2,0,valor_efetivamente_recebido_seis,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T225N0,PND2T225N0,PND2T225N0,PND2T225N0,PND2T225N0
PND2T226N0,VI5007A,0,recebeu_rendimentos_de_aluguel_ou_arrendamento,SMALLINT, No mês de ... (mês de referência)  ... recebeu rendimentos de aluguel ou arrendamento? (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T226N0,PND2T226N0,PND2T226N0,PND2T226N0,PND2T226N0
PND2T227N0,VI5007A2,0,valor_efetivamente_recebido_sete,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T227N0,PND2T227N0,PND2T227N0,PND2T227N0,PND2T227N0
PND2T228N0,VI5008A,0,recebeu_outros_rendimentos,SMALLINT, No mês de ... (mês de referência)  ... recebeu outros rendimentos (bolsa de estudos  rendimento de caderneta de poupança  aplicações financeiras  etc.).  (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T228N0,PND2T228N0,PND2T228N0,PND2T228N0,PND2T228N0
PND2T229N0,VI5008A2,0,valor_efetivamente_recebido_oito,INT,Valor efetivamente recebido (Variável com imputação para moradores de domicílios que estão nas entrevistas 2  3 ou 4),PND2T229N0,PND2T229N0,PND2T229N0,PND2T229N0,PND2T229N0
